title,url,equipment,muscle,slug,instructions,difficulty,force,grips,mechanic
Cat Pose,https://musclewiki.com/yoga/male/traps-middle/cat-pose,yoga,traps-middle,cat-pose,"[""Begin on your hands and knees with your wrists directly under your shoulders and your knees directly under your hips.\\"", ""Inhale and arch your back, lifting your tailbone and head towards the ceiling, while lowering your belly towards the floor.\\"", ""Exhale and round your spine, tucking your chin towards your chest, and bringing your tailbone towards your knees.\\"", ""Repeat these movements, flowing smoothly between the two poses, for several breaths.\\""]",,,,
Easy Seated Twist Pose,https://musclewiki.com/yoga/male/traps-middle/easy-seated-twist-pose,yoga,traps-middle,easy-seated-twist-pose,"[""Begin seated with your legs extended in front of you.\\"", ""Bend your right knee and place your foot on the floor next to your left thigh.\\"", ""Inhale and reach your left arm up towards the ceiling.\\"", ""Exhale and twist to the right, placing your left elbow on the outside of your right knee. Hold for a few breaths and then repeat on the other side.\\""]",,,,
Revolved Side Angle Pose With Prayer Hands Beginner,https://musclewiki.com/yoga/male/traps-middle/revolved-side-angle-pose-with-prayer-hands-beginner,yoga,traps-middle,revolved-side-angle-pose-with-prayer-hands-beginner,"[""Begin in a low lunge position with your right foot forward and your left knee on the ground.\\"", ""Bring your hands together in a prayer position at your heart.\\"", ""Exhale and twist your torso to the right, placing your left elbow on the outside of your right knee.\\"", ""Hold for several breaths and then repeat on the other side.\\""]",,,,
Revolved Side Angle Pose With Prayer Hands,https://musclewiki.com/yoga/male/traps-middle/revolved-side-angle-pose-with-prayer-hands,yoga,traps-middle,revolved-side-angle-pose-with-prayer-hands,"[""Begin in Warrior II pose, with your right foot forward and your left foot back.\\"", ""Bring your hands together in a prayer position at your heart.\\"", ""Exhale and twist your torso to the right, placing your left elbow on the outside of your right knee.\\"", ""Hold for several breaths and then repeat on the other side.\\""]",,,,
Seated Twist,https://musclewiki.com/yoga/male/traps-middle/seated-twist,yoga,traps-middle,seated-twist,"[""Begin seated with your legs extended in front of you.\\"", ""Bend your right knee and place your foot on the floor next to your left thigh.\\"", ""Inhale and reach your left arm up towards the ceiling.\\"", ""Exhale and twist to the right, placing your left elbow on the outside of your right knee. Hold for a few breaths and then repeat on the other side.\\""]",,,,
Smith Machine Inverted Row,https://musclewiki.com/smith-machine/male/traps-middle/smith-machine-inverted-row,smith-machine,traps-middle,smith-machine-inverted-row,"[""Lay underneath a fixed horizontal bar and grab the bar with a wide overhand grip.\\"", ""Pull your body straight up to the bar.\\"", ""Return to the starting position, your arms fully extended. Repeat.\\""]",,,,
Smith Machine Assisted Pullup,https://musclewiki.com/smith-machine/male/traps-middle/smith-machine-assisted-pullup,smith-machine,traps-middle,smith-machine-assisted-pullup,"[""Grasp the bar with an overhand grip, arms and shoulders fully extended. Leave your feet on the floor.\\"", ""Pull your body up until your chin is above the bar. Use your legs top assist you up.\\"", ""Lower your body back to starting position.\\""]",,,,
Laying Ts,https://musclewiki.com/recovery/male/scapula/laying-ts,recovery,scapula,laying-ts,"[""Lie on your front, arms outstretched to the side.\\"", ""Raise head and chest off the ground.\\"", ""Raise and lower your arms (flapping wings motion) by contracting and relaxing the muscles in between your shoulder blades.\\""]",,,,
Scapular Retraction,https://musclewiki.com/recovery/male/scapula/scapular-retraction,recovery,scapula,scapular-retraction,"[""From the standing or seated position straighten your back.\\"", ""Pull the shoulders back but keep them relaxed.\\"", ""Move shoulders backwards and return to the starting, relaxed position.\\""]",,,,
Barbell High Bar Good Morning,https://musclewiki.com/barbell/male/lowerback/barbell-high-bar-good-morning,barbell,lowerback,barbell-high-bar-good-morning,"[""Place the bar on your traps. You may need a pad so the bar doesn't dig into your cervical spine.\\"", ""Push your hips straight back. Your knees should stay MOSTLY extended (think soft knees). Also make sure to\\"", ""Look for what feels like a stretch in your hamstrings. The stretch feeling means you're likely nearing the end of your Range of Motion without rounding your spine.\\"", ""When you feel the stretch push your hips forward until you're in a standing position.\\""]",,,,
Barbell Low Bar Good Morning,https://musclewiki.com/barbell/male/lowerback/barbell-low-bar-good-morning,barbell,lowerback,barbell-low-bar-good-morning,"[""Place the bar between your traps and rear delts. Pull your shoulder blades back to give the bar a shelf to sit on.\\"", ""Push your hips back until you feel a stretch in your hamstrings. This means you're nearing the end of your Range of Motion with out rounding your spine.\\"", ""When you feel the stretch push your hips forward until you'e in a standing position.\\""]",,,,
Barbell Sumo Deadlift,https://musclewiki.com/barbell/male/lowerback/barbell-sumo-deadlift,barbell,lowerback,barbell-sumo-deadlift,"[""Stance width can vary with a sumo DL. Some prefer toes near the plates. Others prefer a more narrow stance to get more drive off the floor.\\"", ""Make sure your arms are inside your legs. The bar should be just over your mid-foot. Flatten your back and push your heels into the floor.\\"", ""Try to extend your knees and hips simultaneously.\\""]",,,,
Barbell Romanian Deadlift,https://musclewiki.com/barbell/male/lowerback/barbell-romanian-deadlift,barbell,lowerback,barbell-romanian-deadlift,"[""Take a shoulder width, double overhand or mixed grip.\\"", ""Push your hips back while leaving your knees mostly extended. Look for a stretch in your hamstrings.\\"", ""When you feel the stretch, push your hips forward until you're back in a standing position.\\""]",,,,
Barbell Low Bar Squat,https://musclewiki.com/barbell/male/lowerback/barbell-low-bar-squat,barbell,lowerback,barbell-low-bar-squat,"[""Pull your shoulder blades back really hard and place the bar on your posterior delts.\\"", ""Push your hips back and break at the knees to initiate the squat.\\"", ""Aim to get your hamstrings to parallel with the ground. Push your heels into the floor and squat back up to a standing position.\\""]",,,,
Barbell Coan Deadlift,https://musclewiki.com/barbell/male/lowerback/barbell-coan-deadlift,barbell,lowerback,barbell-coan-deadlift,"[""Stand with your feet hip-width apart and place a barbell on the floor in front of you.\\"", ""Bend at the hips and knees to grasp the barbell with an overhand grip, positioning your hands just outside of your hips.\\"", ""Keeping your back straight and your core engaged, lift the barbell off the floor by extending your hips and knees.\\"", ""As you lift the barbell, pull your shoulders back and squeeze your glutes to fully extend your hips at the top of the movement.\\""]",,,,
Barbell Pause Box Squat,https://musclewiki.com/barbell/male/lowerback/barbell-pause-box-squat,barbell,lowerback,barbell-pause-box-squat,"[""Stand in front of a box or bench with your feet shoulder-width apart and a barbell resting on your upper back.\\"", ""Lower your body into a squat position, sitting back onto the box and pausing for a moment before standing back up.\\"", ""Push through your heels to return to the standing position.\\""]",,,,
Barbell Pause Squat,https://musclewiki.com/barbell/male/lowerback/barbell-pause-squat,barbell,lowerback,barbell-pause-squat,"[""Stand with your feet shoulder-width apart and a barbell resting on your upper back.\\"", ""Lower your body into a squat position, pausing for a moment at the bottom of the movement before standing back up.\\"", ""Push through your heels to return to the standing position.\\""]",,,,
Barbell Reverse Deadlift,https://musclewiki.com/barbell/male/lowerback/barbell-reverse-deadlift,barbell,lowerback,barbell-reverse-deadlift,"[""Start by standing with your feet about hip-width apart, with your toes pointed slightly outward.\\"", ""Place a barbell on the floor behind you, with the weight plates on either side.\\"", ""Bend down and grab the barbell with an overhand grip, your hands slightly wider than shoulder-width apart. Keep your back straight and your shoulders down as you grip the bar.\\"", ""Stand up straight, lifting the barbell off the ground and pulling it toward your hips. Keep your elbows close to your body and your shoulders down as you do this.\\""]",,,,
Barbell Snatch Grip Deadlift,https://musclewiki.com/barbell/male/lowerback/barbell-snatch-grip-deadlift,barbell,lowerback,barbell-snatch-grip-deadlift,"[""Start by standing with your feet about hip-width apart, with your toes pointed slightly outward.\\"", ""Place a barbell on the floor in front of you, with the weight plates on either side. Make sure that the bar is directly in line with your feet.\\"", ""Bend down and grab the barbell with an overhand grip, your hands much wider than shoulder-width apart. Keep your back straight and your shoulders down as you grip the bar.\\"", ""Stand up straight, lifting the barbell off the ground and pulling it toward your hips. Keep your elbows close to your body and your shoulders down as you do this.\\"", ""Slowly lower the barbell back to the ground, making sure to keep your back straight and your shoulders down throughout the movement.\\""]",,,,
Barbell Snatch Grip Romanian Deadlift,https://musclewiki.com/barbell/male/lowerback/barbell-snatch-grip-romanian-deadlift,barbell,lowerback,barbell-snatch-grip-romanian-deadlift,"[""Start by standing with your feet about hip-width apart. The bar should be in a rack or box so it's lifted off the ground.\\"", ""Grab the barbell with an overhand grip, your hands should be much wider than shoulder-width apart.\\"", ""Hing forward at the hips keeping your knees mostly extended. Hinge until you feel a stretch in your hamstrings.\\"", ""When you feel the stretch, push your hips forward until you are back in a standing position.\\""]",,,,
Barbell Suitcase Deadlift,https://musclewiki.com/barbell/male/lowerback/barbell-suitcase-deadlift,barbell,lowerback,barbell-suitcase-deadlift,"[""Begin by standing with your feet hip-width apart and holding a barbell at one side of your body, with your palms facing your thighs.\\"", ""Keeping your core engaged and your back straight, bend at the hips and knees to lower the barbell down towards the ground.\\"", ""As the barbell reaches the ground, use your legs and glutes to push through your heels and extend your hips and knees to raise your body back to the starting position.\\"", ""Repeat the movement for the desired number of reps, then switch sides and repeat the exercise with the barbell on the opposite side of your body.\\""]",,,,
Barbell Zercher Good Morning,https://musclewiki.com/barbell/male/lowerback/barbell-zercher-good-morning,barbell,lowerback,barbell-zercher-good-morning,"[""Begin by standing with your feet about hip-width apart and holding a barbell in the crook of your elbows, with your palms facing towards your body.\\"", ""Keeping your core engaged and your back straight, bend at the hips and lower your torso forward until it is nearly parallel to the ground.\\"", ""Push through your heels to extend your hips and raise your body back to the starting position.\\""]",,,,
Barbell Zercher Squat,https://musclewiki.com/barbell/male/lowerback/barbell-zercher-squat,barbell,lowerback,barbell-zercher-squat,"[""Begin by standing with your feet about hip-width apart and holding a barbell in the crook of your arms, near your belly. Your palms should be facing towards your body.\\"", ""Sit back and lower your body down until your thighs are parallel to the ground, keeping your back straight and your core engaged.\\"", ""Push through your heels to extend your hips and stand back up to the starting position.\\""]",,,,
